"Reporting starts","Reporting ends","Campaign name","Campaign delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (LKR)",Impressions,Reach,Views,"Post engagements","Link clicks",Ends,Starts
2023-03-09,2026-04-09,"ComBank Fresh July 2023",not_delivering,4919,actions:offsite_conversion.fb_pixel_view_content,12.19760114,"Using ad set budget",0,60000,697951,342123,0,3502,2750,2023-07-26,2023-07-11
2023-03-09,2026-04-09,"Peoples Bank July 2023",not_delivering,2067,actions:offsite_conversion.fb_pixel_view_content,14.5137881,"Using ad set budget",0,30000,341931,175319,0,1279,907,2023-07-29,2023-07-14
2023-03-09,2026-04-09,"ComBank Premium July 2023",not_delivering,3195,actions:offsite_conversion.fb_pixel_view_content,14.08450704,"Using ad set budget",0,45000,443652,244728,0,2260,1693,2023-07-29,2023-07-14
2023-03-09,2026-04-09,"BOC Fresh July 2023",not_delivering,2369,actions:offsite_conversion.fb_pixel_view_content,15.19628535,"Using ad set budget",0,36000,425951,229947,0,1331,893,2023-07-30,2023-07-15
2023-03-09,2026-04-09,"Dialog Genie July 2023",not_delivering,1767,actions:offsite_conversion.fb_pixel_view_content,16.97792869,"Using ad set budget",0,30000,341230,197067,0,1291,937,2023-07-30,2023-07-15
2023-03-09,2026-04-09,"Union Bank July 2023",not_delivering,1353,actions:offsite_conversion.fb_pixel_view_content,22.172949,"Using ad set budget",0,30000,293688,195439,0,1714,1489,2023-07-30,2023-07-15
2023-03-09,2026-04-09,"Groceries 4 July 2023",not_delivering,1500,actions:offsite_conversion.fb_pixel_view_content,6.66656667,"Using ad set budget",0,9999.85,143725,43842,0,1607,1592,2023-07-31,2023-07-10
2023-03-09,2026-04-09,"Noodles & Soya Meat July 2023",not_delivering,1244,actions:offsite_conversion.fb_pixel_view_content,8.03858521,"Using ad set budget",0,10000,196370,92715,0,1415,1333,2023-07-31,2023-07-10
2023-03-09,2026-04-09,"Uber Eats 1 July 2023",not_delivering,2456,actions:post_engagement,4.07166124,"Using ad set budget",0,10000,40297,22864,0,2456,1,2023-07-19,2023-07-11
2023-03-09,2026-04-09,"Bread July 2023",not_delivering,2045,actions:offsite_conversion.fb_pixel_view_content,7.33495844,"Using ad set budget",0,14999.99,217001,66903,0,2342,2284,2023-07-31,2023-07-11
2023-03-09,2026-04-09,"SLO Online 13th July",not_delivering,2913,actions:post_engagement,6.86577412,"Using ad set budget",0,20000,84498,54751,0,2913,32,2023-07-13,2023-07-12
2023-03-09,2026-04-09,"E-Commerce 1st Post - July 2023",not_delivering,4159,actions:post_engagement,6.01106035,"Using ad set budget",0,25000,165748,82612,0,4159,22,2023-07-25,2023-07-13
2023-03-09,2026-04-09,"HNB July 2023",not_delivering,4131,actions:post_engagement,9.6828855,"Using ad set budget",0,40000,209660,133607,0,4131,27,2023-07-28,2023-07-14
2023-03-09,2026-04-09,"SLO Offline 15th July 2023",not_delivering,2199,actions:post_engagement,9.0950432,"Using ad set budget",0,20000,74770,50168,0,2199,3,2023-07-15,2023-07-14
2023-03-09,2026-04-09,"SLO Online 20th July 2023",not_delivering,2636,actions:post_engagement,7.58725341,"Using ad set budget",0,20000,85065,54343,0,2636,17,2023-07-20,2023-07-19
2023-03-09,2026-04-09,"NTB Amex 21st July 2023",not_delivering,2420,actions:post_engagement,8.26446281,"Using ad set budget",0,20000,73037,44244,0,2420,1,2023-07-21,2023-07-19
2023-03-09,2026-04-09,"PickMe Market July 2023",not_delivering,2921,actions:post_engagement,6.84697022,"Using ad set budget",0,20000,63819,37547,0,2921,4,2023-07-27,2023-07-19
2023-03-09,2026-04-09,"NDB 22nd July 2023",not_delivering,2455,actions:post_engagement,8.14663951,"Using ad set budget",0,20000,65803,44761,0,2455,9,2023-07-22,2023-07-20
2023-03-09,2026-04-09,"Kottu Challenge July 2023",inactive,4872,actions:post_engagement,3.07881773,"Using ad set budget",0,15000,124499,75297,0,4872,27,2023-07-25,2023-07-20
2023-03-09,2026-04-09,"SLO Offline 22nd July 2023",not_delivering,2077,actions:post_engagement,9.62927299,"Using ad set budget",0,20000,72362,42035,0,2077,5,2023-07-22,2023-07-21
2023-03-09,2026-04-09,"Uber Eats 2 July 2023",not_delivering,120443,actions:post_engagement,0.12454024,"Using ad set budget",0,15000,221925,159616,0,120443,2,2023-07-30,2023-07-21
2023-03-09,2026-04-09,"SCB July 2023",not_delivering,2429,actions:post_engagement,8.23384109,"Using ad set budget",0,20000,66545,44498,0,2429,11,2023-07-29,2023-07-26
2023-03-09,2026-04-09,"SLO Online 27th July 2023",not_delivering,2413,actions:post_engagement,8.28843763,"Using ad set budget",0,20000,83037,56873,0,2413,28,2023-07-27,2023-07-26
2023-03-09,2026-04-09,"SLO Offline 29th July 2023",not_delivering,2062,actions:post_engagement,9.69932105,"Using ad set budget",0,20000,80153,57937,0,2062,3,2023-07-29,2023-07-27
2023-03-09,2026-04-09,"Friendship Day 2023",not_delivering,138807,actions:post_engagement,0.21612743,"Using ad set budget",0,30000,217489,159828,0,138807,6,2023-08-06,2023-07-30
2023-03-09,2026-04-09,"PickMe Food Offer 1 - August 2023",not_delivering,3313,actions:post_engagement,3.77301539,"Using ad set budget",0,12500,96437,55579,0,3313,11,2023-08-10,2023-07-31
2023-03-09,2026-04-09,"Delivery Free - August 2023",not_delivering,9071,actions:post_engagement,5.60129313,"Using ad set budget",0,50809.33,246024,93772,0,9071,78,2023-08-30,2023-07-31
2023-03-09,2026-04-09,"Mega Pola August 2023",not_delivering,13775,actions:post_engagement,7.25952813,"Using ad set budget",0,100000,1027273,330434,0,13775,22,2023-08-31,2023-08-01
2023-03-09,2026-04-09,"ComBank Fresh August 2023",not_delivering,9657,actions:post_engagement,7.76638708,"Using ad set budget",0,75000,454935,204641,0,9657,18,2023-08-30,2023-08-01
2023-03-09,2026-04-09,"SLO Online 3rd August 2023",not_delivering,2534,actions:post_engagement,6.31412786,"Using ad set budget",0,16000,76194,51202,0,2534,14,2023-08-03,2023-08-02
2023-03-09,2026-04-09,"Tea & Coffee Aug 2023",not_delivering,4203,actions:offsite_conversion.fb_pixel_view_content,4.75850583,"Using ad set budget",0,20000,361551,85894,0,2473,2443,2023-08-31,2023-08-02
2023-03-09,2026-04-09,"Chilled & Frozen Aug 2023",not_delivering,6855,actions:offsite_conversion.fb_pixel_view_content,4.37636761,"Using ad set budget",0,30000,488880,175273,0,6557,6359,2023-08-31,2023-08-02
2023-03-09,2026-04-09,"Biscuits Aug 2023",not_delivering,2780,actions:offsite_conversion.fb_pixel_view_content,3.59708273,"Using ad set budget",0,9999.89,138588,51742,0,966,945,2023-08-31,2023-08-02
2023-03-09,2026-04-09,"Noodles & Soya Meat Aug 2023",not_delivering,2479,actions:offsite_conversion.fb_pixel_view_content,4.03388463,"Using ad set budget",0,10000,139188,48040,0,1189,1156,2023-08-31,2023-08-02
2023-03-09,2026-04-09,"Sauces Aug 2023",not_delivering,2876,actions:offsite_conversion.fb_pixel_view_content,3.47705146,"Using ad set budget",0,10000,164012,70228,0,1317,1273,2023-08-31,2023-08-02
2023-03-09,2026-04-09,"Grocery 1 - Aug 2023",not_delivering,2788,actions:offsite_conversion.fb_pixel_view_content,3.5867934,"Using ad set budget",0,9999.98,148259,60827,0,1259,1219,2023-08-31,2023-08-02
2023-03-09,2026-04-09,"Cleaning Aug 2023",not_delivering,2230,actions:offsite_conversion.fb_pixel_view_content,4.48430493,"Using ad set budget",0,10000,157136,43471,0,1020,1011,2023-08-31,2023-08-02
2023-03-09,2026-04-09,"SCB August 2023",not_delivering,4243,actions:post_engagement,7.07046901,"Using ad set budget",0,30000,147385,73877,0,4243,26,2023-08-26,2023-08-02
2023-03-09,2026-04-09,"Seylan August 2023",inactive,3334,actions:post_engagement,6.83622376,"Using ad set budget",0,22791.97,156777,76571,0,3334,23,2023-08-26,2023-08-02
2023-03-09,2026-04-09,"Beverages Aug 2023",not_delivering,4042,actions:offsite_conversion.fb_pixel_view_content,4.94804552,"Using ad set budget",0,20000,316416,100959,0,2779,2748,2023-08-31,2023-08-03
2023-03-09,2026-04-09,"Grocery 2 - August 2023",not_delivering,2565,actions:offsite_conversion.fb_pixel_view_content,3.89863548,"Using ad set budget",0,10000,128819,46420,0,1066,1050,2023-08-31,2023-08-03
2023-03-09,2026-04-09,"Grocery 3 - Aug 2023",not_delivering,3392,actions:offsite_conversion.fb_pixel_view_content,2.94811321,"Using ad set budget",0,10000,150190,59946,0,795,756,2023-08-31,2023-08-03
2023-03-09,2026-04-09,"Grocery 4 - Aug 2023",not_delivering,2243,actions:offsite_conversion.fb_pixel_view_content,4.45831476,"Using ad set budget",0,10000,147212,64911,0,1450,1421,2023-08-31,2023-08-03
2023-03-09,2026-04-09,"Baby Diapers Aug 2023",not_delivering,4895,actions:offsite_conversion.fb_pixel_view_content,2.04290092,"Using ad set budget",0,10000,132020,45802,0,2395,2345,2023-08-31,2023-08-03
2023-03-09,2026-04-09,"Hair & Body Care Aug 2023",not_delivering,2002,actions:offsite_conversion.fb_pixel_view_content,4.995005,"Using ad set budget",0,10000,142821,64631,0,1452,1417,2023-08-31,2023-08-04
2023-03-09,2026-04-09,"Household 1 - Aug 2023",not_delivering,1990,actions:offsite_conversion.fb_pixel_view_content,5.02511558,"Using ad set budget",0,9999.98,119608,48380,0,1397,1360,2023-08-31,2023-08-04
2023-03-09,2026-04-09,"Household 2 - Aug 2023",not_delivering,1924,actions:offsite_conversion.fb_pixel_view_content,5.1975052,"Using ad set budget",0,10000,155192,69031,0,1720,1683,2023-08-31,2023-08-04
2023-03-09,2026-04-09,"Peoples Bank Aug 2023",not_delivering,4536,actions:post_engagement,8.81834215,"Using ad set budget",0,40000,248262,150497,0,4536,18,2023-08-26,2023-08-04
2023-03-09,2026-04-09,"SLO Offline 5th Aug 2023",not_delivering,2835,actions:post_engagement,8.81834215,"Using ad set budget",0,25000,159012,90567,0,2835,4,2023-08-05,2023-08-04
2023-03-09,2026-04-09,"ComBank Premium Aug 2023",not_delivering,6208,actions:post_engagement,9.66494845,"Using ad set budget",0,60000,232022,126892,0,6208,14,2023-08-26,2023-08-04
2023-03-09,2026-04-09,"Household 3 Aug 2023",not_delivering,1883,actions:offsite_conversion.fb_pixel_view_content,5.31067446,"Using ad set budget",0,10000,139537,56963,0,1198,1179,2023-08-31,2023-08-04
2023-03-09,2026-04-09,"NDB Aug 2023",not_delivering,4316,actions:post_engagement,9.26784059,"Using ad set budget",0,40000,355460,213444,0,4316,21,2023-08-12,2023-08-04
2023-03-09,2026-04-09,"BOC August 2023",not_delivering,6605,actions:post_engagement,9.08402725,"Using ad set budget",0,60000,387151,205828,0,6605,18,2023-08-27,2023-08-05
2023-03-09,2026-04-09,"Union Bank August 2023",not_delivering,4498,actions:post_engagement,8.89284126,"Using ad set budget",0,40000,115442,68987,0,4498,41,2023-08-27,2023-08-05
2023-03-09,2026-04-09,"Dialog August 2023",not_delivering,4453,actions:post_engagement,8.98270829,"Using ad set budget",0,40000,224038,126115,0,4453,20,2023-08-27,2023-08-05
2023-03-09,2026-04-09,"Sampath August 2023",not_delivering,7716,actions:post_engagement,7.77604977,"Using ad set budget",0,60000,335500,177269,0,7716,41,2023-08-28,2023-08-05
2023-03-09,2026-04-09,"DFCC - 10th Aug 2023",not_delivering,2024,actions:post_engagement,7.41106719,"Using ad set budget",0,15000,63259,43179,0,2024,3,2023-08-10,2023-08-08
2023-03-09,2026-04-09,"SLO Online 10th Aug 2023",not_delivering,2417,actions:post_engagement,8.27472073,"Using ad set budget",0,20000,100277,63666,0,2417,20,2023-08-10,2023-08-09
2023-03-09,2026-04-09,"Breakfast Rice & Curry - August 2023",not_delivering,16324,actions:post_engagement,0.61259495,"Using ad set budget",0,10000,233439,144443,0,16324,46,2023-08-16,2023-08-09
2023-03-09,2026-04-09,"HNB August 2023",not_delivering,4614,actions:post_engagement,8.66926745,"Using ad set budget",0,40000,153835,83563,0,4614,31,2023-08-25,2023-08-09
2023-03-09,2026-04-09,"SLO Offline 12th Aug 2023",not_delivering,2373,actions:post_engagement,10.53518753,"Using ad set budget",0,25000,120046,72143,0,2373,2,2023-08-12,2023-08-11
2023-03-09,2026-04-09,"PickMe Food Offer 2 - August 2023",not_delivering,1991,actions:post_engagement,5.02260171,"Using ad set budget",0,10000,56688,33523,0,1991,4,2023-08-18,2023-08-11
2023-03-09,2026-04-09,"Youth Day Contest - August 2023",not_delivering,2751,actions:post_engagement,5.4525627,"Using ad set budget",0,15000,24045,13445,0,2751,,2023-08-25,2023-08-12
2023-03-09,2026-04-09,"SLO Online 17th August 2023",not_delivering,2474,actions:post_engagement,8.08407437,"Using ad set budget",0,20000,77374,48853,0,2474,11,2023-08-17,2023-08-16
2023-03-09,2026-04-09,"Seylan Bank Offer - August 2023",not_delivering,2824,actions:post_engagement,7.08215297,"Using ad set budget",0,20000,102996,60854,0,2824,39,2023-08-26,2023-08-16
2023-03-09,2026-04-09,"SLO Offline 19th Aug 2023",not_delivering,2477,actions:post_engagement,10.09285426,"Using ad set budget",0,25000,110839,69408,0,2477,2,2023-08-19,2023-08-18
2023-03-09,2026-04-09,"PickMe Food Offer 3 - Aug 2023",not_delivering,6492,actions:post_engagement,3.69685767,"Using ad set budget",0,24000,154357,85690,0,6492,15,2023-08-25,2023-08-18
2023-03-09,2026-04-09,"ECommerce - August 2023",not_delivering,1832,actions:post_engagement,5.45851528,"Using ad set budget",0,10000,35198,21418,0,1832,22,2023-08-30,2023-08-22
2023-03-09,2026-04-09,"SLO Online 24th Aug 2023",not_delivering,3158,actions:post_engagement,7.91640279,"Using ad set budget",0,25000,120122,77298,0,3158,27,2023-08-24,2023-08-23
2023-03-09,2026-04-09,"SLO Offline 26th Aug 2023",not_delivering,2352,actions:post_engagement,10.6292517,"Using ad set budget",0,25000,99228,61082,0,2352,5,2023-08-26,2023-08-25
2023-03-09,2026-04-09,"Beard Day Competition - 2nd Sep 2023",not_delivering,2154,actions:post_engagement,6.9637883,"Using ad set budget",0,15000,45282,27648,0,2154,,2023-09-02,2023-08-30
2023-03-09,2026-04-09,"SLO Online 31st Aug 2023",not_delivering,2811,actions:post_engagement,8.89363216,"Using ad set budget",0,25000,100066,64466,0,2811,34,2023-08-31,2023-08-30
2023-03-09,2026-04-09,"HNB September 2023",not_delivering,4581,actions:post_engagement,8.73171797,"Using ad set budget",0,40000,267439,158851,0,4581,42,2023-09-15,2023-08-30
2023-03-09,2026-04-09,"SLO Offline 2nd Sep 2023",not_delivering,3031,actions:post_engagement,8.24810294,"Using ad set budget",0,25000,156391,97402,0,3031,2,2023-09-02,2023-09-01
2023-03-09,2026-04-09,"NDB Sep 2023",not_delivering,4340,actions:post_engagement,9.21658986,"Using ad set budget",0,40000,272045,159090,0,4340,12,2023-09-16,2023-09-01
2023-03-09,2026-04-09,"ComBank Premium Sep 2023",not_delivering,8144,actions:post_engagement,9.20923379,"Using ad set budget",0,75000,349540,175149,0,8144,52,2023-09-30,2023-09-01
2023-03-09,2026-04-09,"Peoples Bank Sep 2023",not_delivering,5619,actions:post_engagement,8.89838049,"Using ad set budget",0,50000,269883,147425,0,5619,32,2023-09-30,2023-09-01
2023-03-09,2026-04-09,"Tea & Milk - Sep 2023",not_delivering,4369,actions:offsite_conversion.fb_pixel_view_content,3.43327993,"Using ad set budget",0,15000,366544,90624,0,1966,1923,2023-09-30,2023-09-01
2023-03-09,2026-04-09,"BOC September 2023",not_delivering,6936,actions:post_engagement,8.65051903,"Using ad set budget",0,60000,342242,195478,0,6936,40,2023-09-24,2023-09-02
2023-03-09,2026-04-09,"Union Bank September 2023",not_delivering,4717,actions:post_engagement,8.47996608,"Using ad set budget",0,40000,149406,88536,0,4717,37,2023-09-24,2023-09-02
2023-03-09,2026-04-09,"Mega Pola September 2023",not_delivering,10242,actions:post_engagement,6.83460262,"Using ad set budget",0,70000,607891,220195,0,10242,24,2023-09-30,2023-09-02
2023-03-09,2026-04-09,"Beverages Sep 2023",not_delivering,8930,actions:offsite_conversion.fb_pixel_view_content,2.23964166,"Using ad set budget",0,20000,350648,115546,0,1572,1468,2023-09-30,2023-09-02
2023-03-09,2026-04-09,"Biscuits & Cereal Sep 2023",not_delivering,3013,actions:offsite_conversion.fb_pixel_view_content,3.31895121,"Using ad set budget",0,10000,151954,50492,0,1105,1068,2023-09-30,2023-09-02
2023-03-09,2026-04-09,"Pasta Sep 2023",not_delivering,2333,actions:offsite_conversion.fb_pixel_view_content,4.28632662,"Using ad set budget",0,10000,150594,59851,0,1535,1486,2023-09-30,2023-09-02
2023-03-09,2026-04-09,"Cleaning Sep 2023",not_delivering,2690,actions:offsite_conversion.fb_pixel_view_content,3.71747212,"Using ad set budget",0,10000,148705,51189,0,1130,1111,2023-09-30,2023-09-02
2023-03-09,2026-04-09,"Sampath September 2023",inactive,1431,actions:post_engagement,6.33257163,"Using ad set budget",0,9061.91,33557,25922,0,1431,10,2023-09-25,2023-09-03
2023-03-09,2026-04-09,"Delivery Free - September 2023",not_delivering,10208,actions:post_engagement,6.85736677,"Using ad set budget",0,70000,441194,186336,0,10208,57,2023-09-27,2023-09-04
2023-03-09,2026-04-09,"Personal Care Sep 2023",not_delivering,2224,actions:offsite_conversion.fb_pixel_view_content,4.49640288,"Using ad set budget",0,10000,180596,81412,0,1691,1634,2023-09-30,2023-09-04
2023-03-09,2026-04-09,"Personal Care 2 - Sep 2023",not_delivering,2226,actions:offsite_conversion.fb_pixel_view_content,4.49236298,"Using ad set budget",0,10000,152061,55490,0,1270,1239,2023-09-30,2023-09-04
2023-03-09,2026-04-09,"Baby September 2023",not_delivering,2431,actions:offsite_conversion.fb_pixel_view_content,4.11353353,"Using ad set budget",0,10000,160162,53360,0,1087,1068,2023-09-30,2023-09-04
2023-03-09,2026-04-09,"Baby 2 -  Sep 2023",not_delivering,2583,actions:offsite_conversion.fb_pixel_view_content,3.87146729,"Using ad set budget",0,10000,125015,49137,0,2972,2912,2023-09-30,2023-09-04
2023-03-09,2026-04-09,"Household & Homeware - Sep 2023",not_delivering,2453,actions:offsite_conversion.fb_pixel_view_content,4.07664085,"Using ad set budget",0,10000,195690,65873,0,1088,1059,2023-09-30,2023-09-04
2023-03-09,2026-04-09,"Grocery Sep 2023",not_delivering,3274,actions:offsite_conversion.fb_pixel_view_content,3.05436775,"Using ad set budget",0,10000,142775,52945,0,1032,1002,2023-09-30,2023-09-04
2023-03-09,2026-04-09,"ComBank Fresh Sep 2023",not_delivering,6867,actions:post_engagement,8.73743993,"Using ad set budget",0,60000,298234,161159,0,6867,14,2023-09-27,2023-09-05
2023-03-09,2026-04-09,"SLO Online Sep 2023",not_delivering,10488,actions:post_engagement,9.53470633,"Using ad set budget",0,100000,517303,244426,0,10488,90,2023-09-28,2023-09-06
2023-03-09,2026-04-09,"SLO Offline Sep 2023",not_delivering,8547,actions:post_engagement,11.7000117,"Using ad set budget",0,100000,538907,279773,0,8547,16,2023-09-30,2023-09-08
2023-03-09,2026-04-09,"Dialog September 2023",not_delivering,3353,actions:post_engagement,8.94721145,"Using ad set budget",0,30000,111979,71146,0,3353,18,2023-09-24,2023-09-09
2023-03-09,2026-04-09,"NTB Amex 22nd Sep 2023",not_delivering,1888,actions:post_engagement,7.94491525,"Using ad set budget",0,15000,40870,27664,0,1888,3,2023-09-22,2023-09-20
2023-03-09,2026-04-09,"Gratitude Day",not_delivering,1498,actions:post_engagement,8.61148198,"Using ad set budget",0,12900,33441,24239,0,1498,1,2023-09-21,2023-09-20
2023-03-09,2026-04-09,"Seylan September 2023",not_delivering,2515,actions:post_engagement,7.95228628,"Using ad set budget",0,20000,76418,43237,0,2515,22,2023-09-27,2023-09-25
2023-03-09,2026-04-09,"DFCC September 2023",not_delivering,1757,actions:post_engagement,8.53727945,"Using ad set budget",0,15000,65346,45752,0,1757,10,2023-09-28,2023-09-26
2023-03-09,2026-04-09,"SCB 30th Sep 2023",not_delivering,1746,actions:post_engagement,8.59106529,"Using ad set budget",0,15000,57519,37821,0,1746,7,2023-09-30,2023-09-27
2023-03-09,2026-04-09,"BOC October 2023",not_delivering,6369,actions:post_engagement,9.42063118,"Using ad set budget",0,60000,395926,188078,0,6369,21,2023-10-29,2023-09-30
2023-03-09,2026-04-09,"Union Bank October 2023",not_delivering,4681,actions:post_engagement,8.54518265,"Using ad set budget",0,40000,169599,99676,0,4681,42,2023-10-29,2023-09-30
2023-03-09,2026-04-09,"Dialog Genie October 2023",not_delivering,4312,actions:post_engagement,9.27643785,"Using ad set budget",0,40000,190254,109593,0,4312,21,2023-10-29,2023-09-30
2023-03-09,2026-04-09,"Mega Pola October 2023",inactive,8119,actions:post_engagement,8.21428747,"Using ad set budget",0,66691.8,626277,313675,0,8119,14,2023-10-10,2023-09-30
2023-03-09,2026-04-09,"Sampath Bank October 2023",not_delivering,7824,actions:post_engagement,7.66871166,"Using ad set budget",0,60000,322549,163061,0,7824,50,2023-10-30,2023-10-01
2023-03-09,2026-04-09,"Free Delivery October 2023",not_delivering,9667,actions:post_engagement,7.24112962,"Using ad set budget",0,70000,500548,203650,0,9667,58,2023-10-31,2023-10-02
2023-03-09,2026-04-09,"Chilled & Frozen Oct 2023",not_delivering,4500,actions:offsite_conversion.fb_pixel_view_content,3.33333333,"Using ad set budget",0,15000,293445,90749,0,5062,4930,2023-11-15,2023-10-02
2023-03-09,2026-04-09,"Grocery Oct 2023",not_delivering,4954,actions:offsite_conversion.fb_pixel_view_content,3.02785628,"Using ad set budget",0,15000,360394,97297,0,2689,2609,2023-11-15,2023-10-02
2023-03-09,2026-04-09,"Chocolates October 2023",not_delivering,4492,actions:offsite_conversion.fb_pixel_view_content,3.33926981,"Using ad set budget",0,15000,329656,111718,0,2909,2804,2023-11-15,2023-10-02
2023-03-09,2026-04-09,"Spices - Oct to 15th Nov 2023",not_delivering,4555,actions:offsite_conversion.fb_pixel_view_content,3.29308452,"Using ad set budget",0,15000,328432,68867,0,1984,1970,2023-11-15,2023-10-02
2023-03-09,2026-04-09,"Baby - Oct to 15th Nov 2023",not_delivering,3482,actions:offsite_conversion.fb_pixel_view_content,4.30786904,"Using ad set budget",0,15000,240327,62803,0,3405,3310,2023-11-15,2023-10-02
2023-03-09,2026-04-09,"Hand Wash - Oct to 15th Nov 2023",not_delivering,4042,actions:offsite_conversion.fb_pixel_view_content,3.71103414,"Using ad set budget",0,15000,330543,62036,0,2211,2197,2023-11-15,2023-10-02
2023-03-09,2026-04-09,"Personal Care 1 - Oct to 15th Nov 2023",not_delivering,4351,actions:offsite_conversion.fb_pixel_view_content,3.44748334,"Using ad set budget",0,15000,269811,75409,0,2047,2005,2023-11-15,2023-10-03
2023-03-09,2026-04-09,"Personal Care 2 - Oct to 15th Nov 2023",not_delivering,4241,actions:offsite_conversion.fb_pixel_view_content,3.53689932,"Using ad set budget",0,14999.99,375954,109349,0,2479,2422,2023-11-15,2023-10-03
2023-03-09,2026-04-09,"ComBank Fresh Oct 2023",not_delivering,6446,actions:post_engagement,8.53242321,"Using ad set budget",0,55000,291708,147626,0,6446,41,2023-10-25,2023-10-04
2023-03-09,2026-04-09,"SLO Online October 2023",inactive,4670,actions:post_engagement,8.56531049,"Using ad set budget",0,40000,222501,131698,0,4670,52,2023-10-26,2023-10-04
2023-03-09,2026-04-09,"HNB October 2023",not_delivering,4392,actions:post_engagement,9.10746812,"Using ad set budget",0,40000,214108,120475,0,4392,41,2023-10-20,2023-10-05
2023-03-09,2026-04-09,"ComBank Premium October 2023",not_delivering,3150,actions:post_engagement,9.52380952,"Using ad set budget",0,30000,117281,72243,0,3150,24,2023-10-28,2023-10-06
2023-03-09,2026-04-09,"SLO Offline October 2023",not_delivering,8629,actions:post_engagement,11.58882837,"Using ad set budget",0,100000,552027,232115,0,8629,12,2023-10-28,2023-10-06
2023-03-09,2026-04-09,"NDB October 2023",not_delivering,3939,actions:post_engagement,10.15486164,"Using ad set budget",0,40000,246148,152735,0,3939,10,2023-10-28,2023-10-06
2023-03-09,2026-04-09,"ComBank Lunch Offer - October 2023",not_delivering,2268,actions:post_engagement,8.81834215,"Using ad set budget",0,20000,80139,55358,0,2268,2,2023-10-29,2023-10-07
2023-03-09,2026-04-09,"Household & Homeware - Oct 2023",not_delivering,4961,actions:offsite_conversion.fb_pixel_view_content,3.02358395,"Using ad set budget",0,15000,335737,85184,0,1752,1714,2023-11-15,2023-10-07
2023-03-09,2026-04-09,"Men's / Household - October 2023",not_delivering,3642,actions:offsite_conversion.fb_pixel_view_content,4.11861614,"Using ad set budget",0,15000,361798,101166,0,2747,2672,2023-11-15,2023-10-07
2023-03-09,2026-04-09,"Mega Pola Oct 2023 - Revised",not_delivering,1517,actions:post_engagement,5.60316414,"Using ad set budget",0,8500,164611,47602,0,1517,5,2023-10-31,2023-10-11
2023-03-09,2026-04-09,"DFCC October 2023",not_delivering,1738,actions:post_engagement,8.6306099,"Using ad set budget",0,15000,70977,44006,0,1738,9,2023-10-12,2023-10-11
2023-03-09,2026-04-09,"Peoples Bank October 2023",not_delivering,3074,actions:post_engagement,9.75927131,"Using ad set budget",0,30000,123178,83084,0,3074,6,2023-10-28,2023-10-13
2023-03-09,2026-04-09,"SLO Online New - Oct 2023",not_delivering,2676,actions:post_engagement,7.47384155,"Using ad set budget",0,20000,75806,58900,0,2676,29,2023-10-19,2023-10-18
2023-03-09,2026-04-09,"Kurunegala Bakery & Hot Food - October 2023",not_delivering,4466,actions:post_engagement,7.27720555,"Using ad set budget",0,32500,308542,100688,0,4466,707,2023-10-31,2023-10-23
2023-03-09,2026-04-09,"SLO Online 26th October 2023",inactive,11,actions:post_engagement,15.62727273,"Using ad set budget",0,171.9,556,553,0,11,,2023-10-26,2023-10-25
2023-03-09,2026-04-09,"SLO Online 26th Oct 2023",not_delivering,2194,actions:post_engagement,9.11577028,"Using ad set budget",0,20000,86185,64503,0,2194,15,2023-10-26,2023-10-25
2023-03-09,2026-04-09,"CDB Bank - October 2023",not_delivering,1268,actions:post_engagement,7.88643533,"Using ad set budget",0,10000,40437,25929,0,1268,7,2023-10-31,2023-10-30
2023-03-09,2026-04-09,"Halloween Activation - 31st October 2023",not_delivering,1357,actions:post_engagement,7.36919676,"Using ad set budget",0,10000,35973,28055,0,1357,4,2023-10-31,2023-10-30
2023-03-09,2026-04-09,"ComBank Fresh November 2023",not_delivering,905,actions:post_engagement,6.62983425,"Using ad set budget",0,6000,17076,13724,0,905,2,2023-11-01,2023-10-31
2023-03-09,2026-04-09,"ComBank Fresh Online Nov 2023",not_delivering,661,actions:link_click,9.07715582,"Using ad set budget",0,6000,59733,51760,0,691,661,2023-11-01,2023-10-31
2023-03-09,2026-04-09,"Delivery Free November",not_delivering,8331,actions:post_engagement,8.40235266,"Using ad set budget",0,70000,428768,175938,0,8331,51,2023-11-29,2023-11-01
2023-03-09,2026-04-09,"SLO Online November 2023",not_delivering,2526,actions:post_engagement,7.91765637,"Using ad set budget",0,20000,134382,99640,0,2526,16,2023-11-02,2023-11-01
2023-03-09,2026-04-09,"HNB Online November 2023",not_delivering,1590,actions:link_click,10.37735849,"Using ad set budget",0,16500,131370,106742,0,1620,1590,2023-11-03,2023-11-02
2023-03-09,2026-04-09,"HNB In-store November 2023",not_delivering,1901,actions:post_engagement,8.67964229,"Using ad set budget",0,16500,87037,63008,0,1901,2,2023-11-03,2023-11-02
2023-03-09,2026-04-09,"SLO Offline November 2023",inactive,9188,actions:post_engagement,10.63016979,"Using ad set budget",0,97670,535028,229669,0,9188,25,2023-11-25,2023-11-02
2023-03-09,2026-04-09,"ComBank Premium Nov 2023",not_delivering,2798,actions:post_engagement,11.67977127,"Using ad set budget",0,32680,129290,83329,0,2798,8,2023-11-25,2023-11-03
